subject,session,experiment_phase,event,trial_index,noun,noun_type,noun_category,environment,test_condition,response,time_to_respond,log_num,log_time
SC000,0,STUDY1,ENCODING_LONG,193,TRACTOR,INANIMATE,vehicles,sand_dunes,SAME,S,2271.4187655365095,0,327954.45917188155
SC000,0,STUDY1,ENCODING_LONG,194,DRYER,INANIMATE,furniture,beach,REARRANGED,S,2608.217087981757,0,327962.09812191396
SC000,0,STUDY1,ENCODING_LONG,195,SKIRT,INANIMATE,clothing,beach,REARRANGED,S,3087.0707365102135,0,327970.2136178615
SC000,0,STUDY1,ENCODING_LONG,196,SKUNK,ANIMATE,mammals,beach,SAME,A,934.8098560003564,0,327976.178303839
SC000,0,STUDY1,ENCODING_LONG,197,JAM,INANIMATE,food,sand_dunes,SAME,S,985.007064009551,0,327982.190246197
SC000,0,STUDY1,ENCODING_LONG,198,STARFISH,ANIMATE,aquatic_species,beach,SAME,A,1942.4586170352995,0,327989.159744027
SC000,0,STUDY1,ENCODING_LONG,199,CARPENTER,ANIMATE,people,beach,SAME,A,1351.2563885306008,0,327995.5388117635
SC000,0,STUDY1,ENCODING_LONG,200,OVEN,INANIMATE,furniture,beach,SAME,S,1446.014467976056,0,328002.0096232
SC000,0,STUDY1,ENCODING_LONG,201,HONEY,INANIMATE,food,canyon,SAME,S,1547.8145934757777,0,328008.5853067055
SC000,0,STUDY1,ENCODING_LONG,202,PANDA,ANIMATE,mammals,beach,REARRANGED,A,1653.2317769597284,0,328015.269360923
SC000,0,STUDY1,ENCODING_LONG,203,CAKE,INANIMATE,food,sand_dunes,SAME,S,1228.3345579635352,0,328021.52183385496
SC000,0,STUDY1,ENCODING_LONG,204,SEAGULL,ANIMATE,birds,beach,SAME,A,1164.0353089896962,0,328027.714041924
SC000,0,STUDY1,ENCODING_LONG,205,PIG,ANIMATE,mammals,sand_dunes,REARRANGED,A,2113.2261430029757,0,328034.856501019
SC000,0,STUDY1,ENCODING_LONG,206,TOILET,INANIMATE,furniture,sand_dunes,SAME,S,982.3076674947515,0,328040.8818101635
SC000,0,STUDY1,ENCODING_LONG,207,YOGURT,INANIMATE,food,canyon,SAME,S,1118.8780014635995,0,328047.0409202435
SC000,0,STUDY1,ENCODING_LONG,208,PIZZA,INANIMATE,food,canyon,REARRANGED,S,2699.3252240354195,0,328054.76472071104
SC000,0,STUDY1,ENCODING_LONG,209,JELLYFISH,ANIMATE,aquatic_species,beach,REARRANGED,A,1097.1343694836833,0,328060.8962867395
SC000,0,STUDY1,ENCODING_LONG,210,MIRROR,INANIMATE,furniture,canyon,SAME,S,1429.3631440377794,0,328067.36579923704
SC000,0,STUDY1,ENCODING_LONG,211,DANCER,ANIMATE,people,beach,SAME,A,1035.9805815387517,0,328073.4292530125
SC000,0,STUDY1,ENCODING_LONG,212,HEN,ANIMATE,birds,canyon,SAME,A,1798.1251159799285,0,328080.251227693
SC000,0,STUDY1,ENCODING_LONG,213,STROLLER,INANIMATE,vehicles,canyon,REARRANGED,S,1527.6248605223373,0,328086.8031381655
SC000,0,STUDY1,ENCODING_LONG,214,TABLE,INANIMATE,furniture,canyon,SAME,S,1892.4591675167903,0,328093.7232650155
SC000,0,STUDY1,ENCODING_LONG,215,ALMOND,INANIMATE,food,beach,SAME,S,2045.550478505902,0,328100.7989677055
SC000,0,STUDY2,ENCODING_SHORT,0,BRACELET,INANIMATE,clothing,snow,REARRANGED,S,1299.3893414968625,0,328546.2667035735
SC000,0,STUDY2,ENCODING_SHORT,1,OSTRICH,ANIMATE,birds,mountain,REARRANGED,A,1773.3101199846715,0,328553.069832167
SC000,0,STUDY2,ENCODING_SHORT,2,GARDENER,ANIMATE,people,snow,SAME,A,1369.1581065068021,0,328559.4773486805
SC000,0,STUDY2,ENCODING_SHORT,3,SAILBOAT,INANIMATE,vehicles,glacier,SAME,S,2526.6079065040685,0,328567.0341345585
SC000,0,STUDY2,ENCODING_SHORT,4,NARWHAL,ANIMATE,aquatic_species,glacier,REARRANGED,A,1756.1107125366107,0,328573.8181916155
SC000,0,STUDY2,ENCODING_SHORT,5,SQUIRREL,ANIMATE,mammals,mountain,SAME,A,1602.2780264611356,0,328580.45981672546
SC000,0,STUDY2,ENCODING_SHORT,6,VEST,INANIMATE,clothing,glacier,REARRANGED,S,1090.4964225483127,0,328586.57426853455
SC000,0,STUDY2,ENCODING_SHORT,7,DIAPER,INANIMATE,clothing,glacier,SAME,S,1838.6054339935072,0,328593.438196162
SC000,0,STUDY2,ENCODING_SHORT,8,KIWI,INANIMATE,food,snow,SAME,S,1239.2589499941096,0,328599.716668849
SC000,0,STUDY2,ENCODING_SHORT,9,RAVEN,ANIMATE,birds,snow,SAME,A,1169.2166450084187,0,328605.922322651
SC000,0,STUDY2,ENCODING_SHORT,10,SANDWICH,INANIMATE,food,glacier,SAME,S,1141.6531089926139,0,328612.089033552
SC000,0,STUDY2,ENCODING_SHORT,11,RADIO,INANIMATE,furniture,mountain,SAME,S,1404.929665965028,0,328618.5341057
SC000,0,STUDY2,ENCODING_SHORT,12,GOAT,ANIMATE,mammals,snow,SAME,A,1131.0478204977699,0,328624.6949543855
SC000,0,STUDY2,ENCODING_SHORT,13,BLOUSE,INANIMATE,clothing,mountain,SAME,S,2138.62236100249,0,328631.87365911
SC000,0,STUDY2,ENCODING_SHORT,14,TEACHER,ANIMATE,people,glacier,REARRANGED,A,1984.3440035474487,0,328638.8949806665
SC000,0,STUDY2,ENCODING_SHORT,15,HAT,INANIMATE,clothing,mountain,SAME,S,2851.0846815188415,0,328646.7745094765
SC000,0,STUDY2,ENCODING_SHORT,16,BASKET,INANIMATE,furniture,snow,SAME,S,2217.6031709532253,0,328654.03454421996
SC000,0,STUDY2,ENCODING_SHORT,17,WASHER,INANIMATE,furniture,snow,REARRANGED,S,1234.6778215141967,0,328660.2968193405
SC000,0,STUDY2,ENCODING_SHORT,18,BEAVER,ANIMATE,mammals,mountain,REARRANGED,A,2596.8488475191407,0,328667.9208267405
SC000,0,STUDY2,ENCODING_SHORT,19,SKATEBOARD,INANIMATE,vehicles,snow,SAME,S,2502.5845664786175,0,328675.44783132046
SC000,0,STUDY2,ENCODING_SHORT,20,CORAL,ANIMATE,aquatic_species,mountain,REARRANGED,A,1795.2353404834867,0,328682.2686276465
SC000,0,STUDY2,ENCODING_SHORT,21,CANOE,INANIMATE,vehicles,snow,REARRANGED,S,2530.9686699765734,0,328689.831181161
SC000,0,STUDY2,ENCODING_SHORT,22,ACTOR,ANIMATE,people,glacier,SAME,A,1865.6321414746344,0,328696.7388881845
SC000,0,STUDY2,ENCODING_SHORT,23,LAWYER,ANIMATE,people,mountain,REARRANGED,A,1828.2185174757615,0,328703.5911021135
SC000,0,STUDY2,ENCODING_SHORT,24,SLED,INANIMATE,vehicles,snow,SAME,S,2249.8809820390306,0,328710.865895853
SC000,0,STUDY2,ENCODING_SHORT,25,GOOSE,ANIMATE,birds,mountain,SAME,A,2097.426025487948,0,328718.0057141765
SC000,0,STUDY2,ENCODING_SHORT,26,MUSTARD,INANIMATE,food,mountain,SAME,S,1948.8332155160606,0,328724.9819465545
SC000,0,STUDY2,ENCODING_SHORT,27,PHONE,INANIMATE,furniture,glacier,SAME,S,2014.0764890238643,0,328732.04039479804
SC000,0,STUDY2,ENCODING_SHORT,28,DOG,ANIMATE,mammals,snow,SAME,A,1272.2965924767777,0,328738.3435480405
SC000,0,STUDY2,ENCODING_SHORT,29,DOCTOR,ANIMATE,people,mountain,SAME,A,1248.294286953751,0,328744.63292062597
SC000,0,STUDY2,ENCODING_SHORT,30,ORCA,ANIMATE,aquatic_species,mountain,SAME,A,1745.6284769577906,0,328751.418892612
SC000,0,STUDY2,ENCODING_SHORT,31,MEAT,INANIMATE,food,snow,REARRANGED,S,1910.7322584604844,0,328758.35762547946
SC000,0,STUDY2,ENCODING_SHORT,32,VULTURE,ANIMATE,birds,snow,SAME,A,1319.9656819924712,0,328764.708911611
SC000,0,STUDY2,ENCODING_SHORT,33,CAR,INANIMATE,vehicles,mountain,SAME,A,2330.534328939393,0,328772.06852146296
SC000,0,STUDY2,ENCODING_SHORT,34,SKI,INANIMATE,vehicles,glacier,SAME,S,1855.6543284794316,0,328778.9492406625
SC000,0,STUDY2,ENCODING_SHORT,35,MOOSE,ANIMATE,mammals,glacier,SAME,A,1526.0960145387799,0,328785.5171426645
SC000,0,STUDY2,ENCODING_SHORT,36,GLOVE,INANIMATE,clothing,snow,SAME,S,2035.8270140131935,0,328792.58221148
SC000,0,STUDY2,ENCODING_SHORT,37,BOOT,INANIMATE,clothing,glacier,SAME,S,1453.0459850211628,0,328799.065396516
SC000,0,STUDY2,ENCODING_SHORT,38,SHEEP,ANIMATE,mammals,glacier,REARRANGED,A,2130.400587513577,0,328806.2361252755
SC000,0,STUDY2,ENCODING_SHORT,39,TIGER,ANIMATE,mammals,snow,REARRANGED,A,2884.26028896356,0,328814.147274778
SC000,0,STUDY2,ENCODING_SHORT,40,THRONE,INANIMATE,furniture,mountain,SAME,S,2297.5610699504614,0,328821.469095353
SC000,0,STUDY2,ENCODING_SHORT,41,HAMMOCK,INANIMATE,furniture,glacier,SAME,S,1440.2433289797045,0,328827.949252453
SC000,0,STUDY2,ENCODING_SHORT,42,HAM,INANIMATE,food,snow,SAME,S,1160.446228517685,0,328834.1350524205
SC000,0,STUDY2,ENCODING_SHORT,43,PELICAN,ANIMATE,birds,glacier,SAME,A,2093.9761534682475,0,328841.25455344445
SC000,0,STUDY2,ENCODING_SHORT,44,GOWN,INANIMATE,clothing,mountain,REARRANGED,S,1581.3553584739566,0,328847.87612952746
SC000,0,STUDY2,ENCODING_SHORT,45,DETECTIVE,ANIMATE,people,glacier,SAME,A,1340.6442645355128,0,328854.2564568495
SC000,0,STUDY2,ENCODING_SHORT,46,TAXI,INANIMATE,vehicles,mountain,SAME,S,1601.384314475581,0,328860.8983991815
SC000,0,STUDY2,ENCODING_SHORT,47,EAGLE,ANIMATE,birds,glacier,REARRANGED,A,1372.8673395235091,0,328867.2956567375
SC000,0,STUDY2,ENCODING_SHORT,48,GORILLA,ANIMATE,mammals,mountain,SAME,A,1306.3701370265335,0,328873.644219232
SC000,0,STUDY2,ENCODING_SHORT,49,TUNA,ANIMATE,aquatic_species,snow,SAME,A,1308.15044749761,0,328879.9874456015
SC000,0,STUDY2,ENCODING_SHORT,50,LAMP,INANIMATE,furniture,glacier,REARRANGED,S,1309.9022155511193,0,328886.3266956895
SC000,0,STUDY2,ENCODING_SHORT,51,PORPOISE,ANIMATE,aquatic_species,snow,SAME,A,1203.9483115077019,0,328892.5618907985
SC000,0,STUDY2,ENCODING_SHORT,52,LOBSTER,ANIMATE,aquatic_species,glacier,SAME,A,1507.2042105020955,0,328899.0987756615
SC000,0,STUDY2,ENCODING_SHORT,53,MONKEY,ANIMATE,mammals,glacier,SAME,A,1306.4038149896078,0,328905.434263143
SC000,0,STUDY2,ENCODING_SHORT,54,VASE,INANIMATE,furniture,snow,SAME,S,1773.2801375095733,0,328912.2474385415
SC000,0,STUDY2,ENCODING_SHORT,55,TOUCAN,ANIMATE,birds,glacier,SAME,A,1712.3953054542653,0,328918.98743480246
SC000,0,STUDY2,ENCODING_SHORT,56,BIKINI,INANIMATE,clothing,snow,SAME,S,1575.6803760305047,0,328925.587352867
SC000,0,STUDY2,ENCODING_SHORT,57,MAGICIAN,ANIMATE,people,mountain,SAME,A,2269.3870330112986,0,328932.882876631
SC000,0,STUDY2,ENCODING_SHORT,58,OYSTER,ANIMATE,aquatic_species,mountain,SAME,A,2281.3543524825945,0,328940.2039602815
SC000,0,STUDY2,ENCODING_SHORT,59,DONUT,INANIMATE,food,mountain,REARRANGED,S,1597.8668725001626,0,328946.8449498045
SC000,0,STUDY2,ENCODING_SHORT,60,SALMON,ANIMATE,aquatic_species,glacier,SAME,A,1815.4971419717185,0,328953.70235470997
SC000,0,STUDY2,ENCODING_SHORT,61,COUCH,INANIMATE,furniture,mountain,REARRANGED,S,1874.9120794818737,0,328960.6175365845
SC000,0,STUDY2,ENCODING_SHORT,62,PAINTER,ANIMATE,people,snow,SAME,A,1197.7099775685929,0,328966.85505615454
SC000,0,STUDY2,ENCODING_SHORT,63,STORK,ANIMATE,birds,snow,REARRANGED,A,1184.5550124999136,0,328973.0659832425
SC000,0,STUDY2,ENCODING_SHORT,64,COOKIE,INANIMATE,food,glacier,SAME,S,1671.6526949894615,0,328979.777965721
SC000,0,STUDY2,ENCODING_SHORT,65,ARCHITECT,ANIMATE,people,snow,REARRANGED,A,1456.7185000050813,0,328986.27585564
SC000,0,STUDY2,ENCODING_SHORT,66,CHEESE,INANIMATE,food,mountain,SAME,S,1556.9763090461493,0,328992.859041739
SC000,0,STUDY2,ENCODING_SHORT,67,CLAM,ANIMATE,aquatic_species,snow,REARRANGED,A,1550.4118500393815,0,328999.43659898103
SC000,0,STUDY2,ENCODING_SHORT,68,CHARIOT,INANIMATE,vehicles,mountain,REARRANGED,S,1384.2878355062567,0,329005.8477721015
SC000,0,STUDY2,ENCODING_SHORT,69,DUCK,ANIMATE,birds,mountain,SAME,A,2551.9248669734225,0,329013.438956876
SC000,0,STUDY2,ENCODING_SHORT,70,JET,INANIMATE,vehicles,glacier,REARRANGED,S,1139.4762995187193,0,329019.6082716655
SC000,0,STUDY2,ENCODING_SHORT,71,ORANGE,INANIMATE,food,glacier,REARRANGED,S,1149.1203340119682,0,329025.78468444804
SC000,0,STUDY2,ENCODING_SHORT,72,SLED,INANIMATE,vehicles,snow,SAME,S,1903.9223149884492,0,329032.727483143
SC000,0,STUDY2,ENCODING_SHORT,73,KIWI,INANIMATE,food,snow,SAME,S,1462.5474550412036,0,329039.214213235
SC000,0,STUDY2,ENCODING_SHORT,74,COUCH,INANIMATE,furniture,mountain,REARRANGED,S,1614.6369959460571,0,329045.86025963095
SC000,0,STUDY2,ENCODING_SHORT,75,ARCHITECT,ANIMATE,people,snow,REARRANGED,A,1037.5536804785952,0,329051.9423675745
SC000,0,STUDY2,ENCODING_SHORT,76,JET,INANIMATE,vehicles,glacier,REARRANGED,S,1756.2476675375365,0,329058.72897070553
SC000,0,STUDY2,ENCODING_SHORT,77,HAMMOCK,INANIMATE,furniture,glacier,SAME,S,1626.4503240236081,0,329065.393826753
SC000,0,STUDY2,ENCODING_SHORT,78,DUCK,ANIMATE,birds,mountain,SAME,A,1465.9455630462617,0,329071.88898198504
SC000,0,STUDY2,ENCODING_SHORT,79,MOOSE,ANIMATE,mammals,glacier,SAME,A,1421.6029130038805,0,329078.339120725
SC000,0,STUDY2,ENCODING_SHORT,80,RAVEN,ANIMATE,birds,snow,SAME,A,1432.9750134493224,0,329084.8154407755
SC000,0,STUDY2,ENCODING_SHORT,81,DIAPER,INANIMATE,clothing,glacier,SAME,S,1280.1546344999224,0,329091.1356519745
SC000,0,STUDY2,ENCODING_SHORT,82,MUSTARD,INANIMATE,food,mountain,SAME,S,2080.8558180578984,0,329098.25430012203
SC000,0,STUDY2,ENCODING_SHORT,83,PELICAN,ANIMATE,birds,glacier,SAME,A,1376.3481079949997,0,329104.660983509
SC000,0,STUDY2,ENCODING_SHORT,84,BRACELET,INANIMATE,clothing,snow,REARRANGED,S,1432.1381725021638,0,329111.1255948245
SC000,0,STUDY2,ENCODING_SHORT,85,LAWYER,ANIMATE,people,mountain,REARRANGED,A,1443.4023459907621,0,329117.61082927
SC000,0,STUDY2,ENCODING_SHORT,86,THRONE,INANIMATE,furniture,mountain,SAME,S,2049.2402784875594,0,329124.68745158147
SC000,0,STUDY2,ENCODING_SHORT,87,SANDWICH,INANIMATE,food,glacier,SAME,S,1936.0378664568998,0,329131.6498241675
SC000,0,STUDY2,ENCODING_SHORT,88,TIGER,ANIMATE,mammals,snow,REARRANGED,A,1209.1171324718744,0,329137.8977730815
SC000,0,STUDY2,ENCODING_SHORT,89,STORK,ANIMATE,birds,snow,REARRANGED,A,1992.8233979735523,0,329144.919086379
SC000,0,STUDY2,ENCODING_SHORT,90,TOUCAN,ANIMATE,birds,glacier,SAME,A,1849.64349452639,0,329151.8104165765
SC000,0,STUDY2,ENCODING_SHORT,91,RADIO,INANIMATE,furniture,mountain,SAME,S,1136.8605180177838,0,329157.97480050405
SC000,0,STUDY2,ENCODING_SHORT,92,VULTURE,ANIMATE,birds,snow,SAME,A,2313.8357320567593,0,329165.33055285004
SC000,0,STUDY2,ENCODING_SHORT,93,DOCTOR,ANIMATE,people,mountain,SAME,A,1120.4229004797526,0,329171.4901208355
SC000,0,STUDY2,ENCODING_SHORT,94,CHARIOT,INANIMATE,vehicles,mountain,REARRANGED,S,1388.614380499348,0,329177.9123634295
SC000,0,STUDY2,ENCODING_SHORT,95,BIKINI,INANIMATE,clothing,snow,SAME,S,1545.1992670423351,0,329184.48191171803
SC000,0,STUDY2,ENCODING_SHORT,96,SHEEP,ANIMATE,mammals,glacier,REARRANGED,A,1370.7573845167644,0,329190.87969701353
SC000,0,STUDY2,ENCODING_SHORT,97,HAM,INANIMATE,food,snow,SAME,S,2044.994134514127,0,329197.9499159095
SC000,0,STUDY2,ENCODING_SHORT,98,TUNA,ANIMATE,aquatic_species,snow,SAME,A,2264.8318000137806,0,329205.244199616
SC000,0,STUDY2,ENCODING_SHORT,99,ACTOR,ANIMATE,people,glacier,SAME,A,1316.1823164555244,0,329211.5858365365
SC000,0,STUDY2,ENCODING_SHORT,100,CANOE,INANIMATE,vehicles,snow,REARRANGED,S,1599.626384966541,0,329218.218010742
SC000,0,STUDY2,ENCODING_SHORT,101,TEACHER,ANIMATE,people,glacier,REARRANGED,A,1517.5045779906213,0,329224.776171049
SC000,0,STUDY2,ENCODING_SHORT,102,MAGICIAN,ANIMATE,people,mountain,SAME,A,1568.588137452025,0,329231.3724197075
SC000,0,STUDY2,ENCODING_SHORT,103,VEST,INANIMATE,clothing,glacier,REARRANGED,S,2199.504368531052,0,329238.6009336225
SC000,0,STUDY2,ENCODING_SHORT,104,GOWN,INANIMATE,clothing,mountain,REARRANGED,S,1631.1100434977561,0,329245.2593257065
SC000,0,STUDY2,ENCODING_SHORT,105,GOAT,ANIMATE,mammals,snow,SAME,A,1532.4932744842954,0,329251.8298977235
SC000,0,STUDY2,ENCODING_SHORT,106,BOOT,INANIMATE,clothing,glacier,SAME,S,2023.6628085258417,0,329258.87886431755
SC000,0,STUDY2,ENCODING_SHORT,107,BEAVER,ANIMATE,mammals,mountain,REARRANGED,A,1362.8058499889448,0,329265.266090769
SC000,0,STUDY2,ENCODING_SHORT,108,OYSTER,ANIMATE,aquatic_species,mountain,SAME,A,1896.551935991738,0,329272.189987148
SC000,0,STUDY2,ENCODING_SHORT,109,WASHER,INANIMATE,furniture,snow,REARRANGED,S,1361.725696013309,0,329278.580489642
SC000,0,STUDY2,ENCODING_SHORT,110,CHEESE,INANIMATE,food,mountain,SAME,S,1711.7957755108364,0,329285.3171123495
SC000,0,STUDY2,ENCODING_SHORT,111,SKATEBOARD,INANIMATE,vehicles,snow,SAME,S,2329.2440384975635,0,329292.6804887415
SC000,0,STUDY2,ENCODING_SHORT,112,MONKEY,ANIMATE,mammals,glacier,SAME,A,1752.4775805068202,0,329299.4629364775
SC000,0,STUDY2,ENCODING_SHORT,113,LOBSTER,ANIMATE,aquatic_species,glacier,SAME,A,1052.7447069762275,0,329305.54248441197
SC000,0,STUDY2,ENCODING_SHORT,114,SALMON,ANIMATE,aquatic_species,glacier,SAME,A,1249.3769235443324,0,329311.83210160653
SC000,0,STUDY2,ENCODING_SHORT,115,TAXI,INANIMATE,vehicles,mountain,SAME,S,1496.4169039740227,0,329318.368110378
SC000,0,STUDY2,ENCODING_SHORT,116,PAINTER,ANIMATE,people,snow,SAME,A,1076.7124234698713,0,329324.4737060895
SC000,0,STUDY2,ENCODING_SHORT,117,CORAL,ANIMATE,aquatic_species,mountain,REARRANGED,A,2525.9242040337995,0,329332.024463822
SC000,0,STUDY2,ENCODING_SHORT,118,COOKIE,INANIMATE,food,glacier,SAME,S,1321.2302854517475,0,329338.3733435845
SC000,0,STUDY2,ENCODING_SHORT,119,HAT,INANIMATE,clothing,mountain,SAME,S,1301.062935963273,0,329344.715913574
SC000,0,STUDY2,ENCODING_SHORT,120,NARWHAL,ANIMATE,aquatic_species,glacier,REARRANGED,A,1829.1464045178145,0,329351.57157625153
SC000,0,STUDY2,ENCODING_SHORT,121,SKI,INANIMATE,vehicles,glacier,SAME,S,1485.8780629583634,0,329358.087622933
SC000,0,STUDY2,ENCODING_SHORT,122,PORPOISE,ANIMATE,aquatic_species,snow,SAME,A,1798.1268094736151,0,329364.91242773447
SC000,0,STUDY2,ENCODING_SHORT,123,PHONE,INANIMATE,furniture,glacier,SAME,S,1888.5971480049193,0,329371.824590057
SC000,0,STUDY2,ENCODING_SHORT,124,ORANGE,INANIMATE,food,glacier,REARRANGED,S,1417.6787320175208,0,329378.266894368
SC000,0,STUDY2,ENCODING_SHORT,125,SQUIRREL,ANIMATE,mammals,mountain,SAME,A,1435.6233340222389,0,329384.743779828
SC000,0,STUDY2,ENCODING_SHORT,126,ORCA,ANIMATE,aquatic_species,mountain,SAME,A,1271.7937809647992,0,329391.040571837
SC000,0,STUDY2,ENCODING_SHORT,127,GOOSE,ANIMATE,birds,mountain,SAME,A,1141.3527245167643,0,329397.2084306285
SC000,0,STUDY2,ENCODING_SHORT,128,BASKET,INANIMATE,furniture,snow,SAME,S,2136.9124205084518,0,329404.3727577015
SC000,0,STUDY2,ENCODING_SHORT,129,CAR,INANIMATE,vehicles,mountain,SAME,S,1607.1560570271686,0,329411.020212827
SC000,0,STUDY2,ENCODING_SHORT,130,GORILLA,ANIMATE,mammals,mountain,SAME,A,1493.96837601671,0,329417.545923523
SC000,0,STUDY2,ENCODING_SHORT,131,SAILBOAT,INANIMATE,vehicles,glacier,SAME,S,1504.8323080409318,0,329424.07847809803
SC000,0,STUDY2,ENCODING_SHORT,132,EAGLE,ANIMATE,birds,glacier,REARRANGED,A,2070.6013554590754,0,329431.18616165547
SC000,0,STUDY2,ENCODING_SHORT,133,BLOUSE,INANIMATE,clothing,mountain,SAME,S,2891.4368084515445,0,329439.1152637345
SC000,0,STUDY2,ENCODING_SHORT,134,VASE,INANIMATE,furniture,snow,SAME,S,2921.1907560238615,0,329447.061672848
SC000,0,STUDY2,ENCODING_SHORT,135,OSTRICH,ANIMATE,birds,mountain,REARRANGED,A,1260.810516483616,0,329453.3508820795
SC000,0,STUDY2,ENCODING_SHORT,136,DONUT,INANIMATE,food,mountain,REARRANGED,S,2155.651564942673,0,329460.53653256595
SC000,0,STUDY2,ENCODING_SHORT,137,GLOVE,INANIMATE,clothing,snow,SAME,S,1594.4184134714305,0,329467.1614936805
SC000,0,STUDY2,ENCODING_SHORT,138,MEAT,INANIMATE,food,snow,REARRANGED,S,2003.5347020020708,0,329474.189653385
SC000,0,STUDY2,ENCODING_SHORT,139,DETECTIVE,ANIMATE,people,glacier,SAME,A,1669.9994254740886,0,329480.8989110085
SC000,0,STUDY2,ENCODING_SHORT,140,LAMP,INANIMATE,furniture,glacier,REARRANGED,S,1051.2032570550218,0,329486.99002193904
SC000,0,STUDY2,ENCODING_SHORT,141,CLAM,ANIMATE,aquatic_species,snow,REARRANGED,A,1346.7296260059811,0,329493.375668802
SC000,0,STUDY2,ENCODING_SHORT,142,GARDENER,ANIMATE,people,snow,SAME,A,1233.9096670038998,0,329499.637677562
SC000,0,STUDY2,ENCODING_SHORT,143,DOG,ANIMATE,mammals,snow,SAME,A,1727.0219050114974,0,329506.407308052
SC000,0,STUDY2,ENCODING_SHORT,144,DIAPER,INANIMATE,clothing,glacier,SAME,S,1337.2048115124926,0,329512.7716614065
SC000,0,STUDY2,ENCODING_SHORT,145,HAM,INANIMATE,food,snow,SAME,A,1895.3669685288332,0,329519.6946218945
SC000,0,STUDY2,ENCODING_SHORT,146,ORANGE,INANIMATE,food,glacier,REARRANGED,S,1473.8781090127304,0,329526.197992429
SC000,0,STUDY2,ENCODING_SHORT,147,SQUIRREL,ANIMATE,mammals,mountain,SAME,A,1094.7786720353179,0,329532.31856986205
SC000,0,STUDY2,ENCODING_SHORT,148,GARDENER,ANIMATE,people,snow,SAME,A,1169.8773119715042,0,329538.515868288
SC000,0,STUDY2,ENCODING_SHORT,149,CAR,INANIMATE,vehicles,mountain,SAME,S,1181.446301518008,0,329544.7363582815
SC000,0,STUDY2,ENCODING_SHORT,150,EAGLE,ANIMATE,birds,glacier,REARRANGED,A,1521.0739419562742,0,329551.28257273696
SC000,0,STUDY2,ENCODING_SHORT,151,CHEESE,INANIMATE,food,mountain,SAME,S,1682.175786991138,0,329558.00581959
SC000,0,STUDY2,ENCODING_SHORT,152,MONKEY,ANIMATE,mammals,glacier,SAME,A,1225.612775539048,0,329564.2583054655
SC000,0,STUDY2,ENCODING_SHORT,153,HAT,INANIMATE,clothing,mountain,SAME,S,922.5645219557919,0,329570.20650100696
SC000,0,STUDY2,ENCODING_SHORT,154,MOOSE,ANIMATE,mammals,glacier,SAME,A,1850.3535960335284,0,329577.082388742
SC000,0,STUDY2,ENCODING_SHORT,155,BIKINI,INANIMATE,clothing,snow,SAME,S,1401.749807933811,0,329583.51487584796
SC000,0,STUDY2,ENCODING_SHORT,156,SANDWICH,INANIMATE,food,glacier,SAME,S,1255.3274185047485,0,329589.7944404055
SC000,0,STUDY2,ENCODING_SHORT,157,VASE,INANIMATE,furniture,snow,SAME,S,1551.8944294890389,0,329596.3863286575
SC000,0,STUDY2,ENCODING_SHORT,158,PAINTER,ANIMATE,people,snow,SAME,A,1127.0603809971362,0,329602.554313907
SC000,0,STUDY2,ENCODING_SHORT,159,DOCTOR,ANIMATE,people,mountain,SAME,A,1172.998339519836,0,329608.7525733115
SC000,0,STUDY2,ENCODING_SHORT,160,SALMON,ANIMATE,aquatic_species,glacier,SAME,A,2439.6480615250766,0,329616.2170894065
SC000,0,STUDY2,ENCODING_SHORT,161,HAMMOCK,INANIMATE,furniture,glacier,SAME,S,1152.1879165084101,0,329622.3963094565
SC000,0,STUDY2,ENCODING_SHORT,162,GOWN,INANIMATE,clothing,mountain,REARRANGED,S,1324.9504794948734,0,329628.7622279825
SC000,0,STUDY2,ENCODING_SHORT,163,ARCHITECT,ANIMATE,people,snow,REARRANGED,A,1421.961494954303,0,329635.21677206794
SC000,0,STUDY2,ENCODING_SHORT,164,MAGICIAN,ANIMATE,people,mountain,SAME,A,1342.8221114445478,0,329641.5877139465
SC000,0,STUDY2,ENCODING_SHORT,165,BLOUSE,INANIMATE,clothing,mountain,SAME,A,431.9813000620343,0,329647.04762203305
SC000,0,STUDY2,ENCODING_SHORT,166,TOUCAN,ANIMATE,birds,glacier,SAME,A,1395.5773354973644,0,329653.4722849465
SC000,0,STUDY2,ENCODING_SHORT,167,STORK,ANIMATE,birds,snow,REARRANGED,A,1406.4523124834523,0,329659.90775447246
SC000,0,STUDY2,ENCODING_SHORT,168,MEAT,INANIMATE,food,snow,REARRANGED,S,1044.7740274830721,0,329665.9827898565
SC000,0,STUDY2,ENCODING_SHORT,169,COOKIE,INANIMATE,food,glacier,SAME,S,1306.1203880351968,0,329672.31954630103
SC000,0,STUDY2,ENCODING_SHORT,170,LOBSTER,ANIMATE,aquatic_species,glacier,SAME,S,1318.6801125411876,0,329678.6644464235
SC000,0,STUDY2,ENCODING_SHORT,171,RADIO,INANIMATE,furniture,mountain,SAME,S,2049.0147480159067,0,329685.793964521
SC000,0,STUDY2,ENCODING_SHORT,172,KIWI,INANIMATE,food,snow,SAME,S,1493.883102433756,0,329692.31281443546
SC000,0,STUDY2,ENCODING_SHORT,173,TUNA,ANIMATE,aquatic_species,snow,SAME,A,1132.696237997152,0,329698.47650467
