type,time,data,id
CONNECTED,391207701,{},1
CONFIGURE,391207701,"{'stim_mode': 'none', 'experiment': 'associative_recogntion_closed-loop', 'subject': 'SC000', 'tags': []}",2
READY,391207703,{},3
HEARTBEAT,391207703,{'count': 1},4
HEARTBEAT,391207806,{'count': 2},5
HEARTBEAT,391207906,{'count': 3},6
HEARTBEAT,391208007,{'count': 4},7
HEARTBEAT,391208112,{'count': 5},8
HEARTBEAT,391208218,{'count': 6},9
HEARTBEAT,391208323,{'count': 7},10
HEARTBEAT,391208426,{'count': 8},11
HEARTBEAT,391208527,{'count': 9},12
HEARTBEAT,391208630,{'count': 10},13
HEARTBEAT,391208732,{'count': 11},14
HEARTBEAT,391208837,{'count': 12},15
HEARTBEAT,391208941,{'count': 13},16
HEARTBEAT,391209046,{'count': 14},17
HEARTBEAT,391209149,{'count': 15},18
HEARTBEAT,391209252,{'count': 16},19
HEARTBEAT,391209355,{'count': 17},20
HEARTBEAT,391209456,{'count': 18},21
HEARTBEAT,391209557,{'count': 19},22
HEARTBEAT,391209661,{'count': 20},23
HEARTBEAT,391209762,{'count': 21},24
HEARTBEAT,391209867,{'count': 22},25
HEARTBEAT,391209971,{'count': 23},26
HEARTBEAT,391210072,{'count': 24},27
HEARTBEAT,391210177,{'count': 25},28
HEARTBEAT,391210280,{'count': 26},29
HEARTBEAT,391210385,{'count': 27},30
HEARTBEAT,391210489,{'count': 28},31
HEARTBEAT,391210591,{'count': 29},32
HEARTBEAT,391210695,{'count': 30},33
HEARTBEAT,391210798,{'count': 31},34
HEARTBEAT,391210900,{'count': 32},35
HEARTBEAT,391211006,{'count': 33},36
HEARTBEAT,391211110,{'count': 34},37
HEARTBEAT,391211212,{'count': 35},38
HEARTBEAT,391211317,{'count': 36},39
HEARTBEAT,391211420,{'count': 37},40
HEARTBEAT,391211523,{'count': 38},41
HEARTBEAT,391211629,{'count': 39},42
HEARTBEAT,391211732,{'count': 40},43
HEARTBEAT,391211833,{'count': 41},44
HEARTBEAT,391211937,{'count': 42},45
HEARTBEAT,391212042,{'count': 43},46
HEARTBEAT,391212148,{'count': 44},47
HEARTBEAT,391212251,{'count': 45},48
HEARTBEAT,391212357,{'count': 46},49
HEARTBEAT,391212462,{'count': 47},50
HEARTBEAT,391212567,{'count': 48},51
HEARTBEAT,391212672,{'count': 49},52
HEARTBEAT,391212775,{'count': 50},53
SESSION,391232291,{'session': 0},54
INSTRUCT,391235289,{},55
ORIENT,391241549,{},56
WORD,391243545,"{'word': 'PORRIDGE/GUEST', 'serialpos': '0', 'stim': False}",57
TRIALEND,391247545,{},58
ORIENT,391250549,{},59
WORD,391252545,"{'word': 'FABRIC/COIN', 'serialpos': '1', 'stim': False}",60
TRIALEND,391256545,{},61
ORIENT,391259546,{},62
WORD,391261548,"{'word': 'PEA/RHINO', 'serialpos': '2', 'stim': False}",63
TRIALEND,391265545,{},64
ORIENT,391268549,{},65
WORD,391270545,"{'word': 'HOSPICE/TWEEZERS', 'serialpos': '3', 'stim': False}",66
TRIALEND,391274545,{},67
ORIENT,391277549,{},68
WORD,391279545,"{'word': 'CLOUD/ORCHID', 'serialpos': '4', 'stim': False}",69
TRIALEND,391283545,{},70
ORIENT,391286548,{},71
WORD,391288545,"{'word': 'COLOGNE/LOBSTER', 'serialpos': '5', 'stim': False}",72
TRIALEND,391292545,{},73
ORIENT,391295548,{},74
WORD,391297545,"{'word': 'KITE/JACKET', 'serialpos': '6', 'stim': False}",75
TRIALEND,391301545,{},76
ORIENT,391304548,{},77
WORD,391306545,"{'word': 'ORE/ZEBRA', 'serialpos': '7', 'stim': False}",78
TRIALEND,391310545,{},79
ORIENT,391313548,{},80
WORD,391315545,"{'word': 'INCHWORM/BRIDE', 'serialpos': '8', 'stim': False}",81
TRIALEND,391319545,{},82
ORIENT,391322548,{},83
WORD,391324545,"{'word': 'ELEPHANT/MARKER', 'serialpos': '9', 'stim': False}",84
TRIALEND,391328545,{},85
ORIENT,391331547,{},86
WORD,391333545,"{'word': 'VITAMIN/DAUGHTER', 'serialpos': '10', 'stim': False}",87
TRIALEND,391337545,{},88
ORIENT,391340545,{},89
WORD,391342545,"{'word': 'TROUT/VISOR', 'serialpos': '11', 'stim': False}",90
TRIALEND,391346545,{},91
ORIENT,391349546,{},92
WORD,391351545,"{'word': 'GUITAR/WAITER', 'serialpos': '12', 'stim': False}",93
TRIALEND,391355545,{},94
ORIENT,391358546,{},95
WORD,391360545,"{'word': 'CAN/SNACK', 'serialpos': '13', 'stim': False}",96
TRIALEND,391364545,{},97
ORIENT,391367546,{},98
WORD,391369545,"{'word': 'ALIEN/PHONE', 'serialpos': '14', 'stim': False}",99
TRIALEND,391373545,{},100
ORIENT,391376546,{},101
WORD,391378545,"{'word': 'ALFALFA/PODIUM', 'serialpos': '15', 'stim': False}",102
TRIALEND,391382545,{},103
ORIENT,391385546,{},104
WORD,391387545,"{'word': 'WING/BRIEFCASE', 'serialpos': '16', 'stim': False}",105
TRIALEND,391391545,{},106
ORIENT,391394546,{},107
WORD,391396545,"{'word': 'SODA/BULL', 'serialpos': '17', 'stim': False}",108
TRIALEND,391400545,{},109
ORIENT,391403546,{},110
WORD,391405545,"{'word': 'LIQUID/MAGNOLIA', 'serialpos': '18', 'stim': False}",111
TRIALEND,391409545,{},112
ORIENT,391412546,{},113
WORD,391414545,"{'word': 'WHIP/POUCH', 'serialpos': '19', 'stim': False}",114
TRIALEND,391418545,{},115
ORIENT,391421546,{},116
WORD,391423545,"{'word': 'TURTLE/OUTFIT', 'serialpos': '20', 'stim': False}",117
TRIALEND,391427545,{},118
ORIENT,391430548,{},119
WORD,391432545,"{'word': 'SAUCER/MACKEREL', 'serialpos': '21', 'stim': False}",120
TRIALEND,391436545,{},121
ORIENT,391439546,{},122
WORD,391441545,"{'word': 'CHURCH/SILKWORM', 'serialpos': '22', 'stim': False}",123
TRIALEND,391445545,{},124
ORIENT,391448546,{},125
WORD,391450545,"{'word': 'RECEIPT/GARAGE', 'serialpos': '23', 'stim': False}",126
TRIALEND,391454545,{},127
ORIENT,391457546,{},128
WORD,391459545,"{'word': 'PEACH/VIAL', 'serialpos': '24', 'stim': False}",129
TRIALEND,391463545,{},130
ORIENT,391466546,{},131
WORD,391468545,"{'word': 'PROFESSOR/SHELL', 'serialpos': '25', 'stim': False}",132
TRIALEND,391472545,{},133
ORIENT,391475545,{},134
WORD,391477545,"{'word': 'OGRE/LEAF', 'serialpos': '26', 'stim': False}",135
TRIALEND,391481545,{},136
ORIENT,391484545,{},137
WORD,391486545,"{'word': 'DUMPLING/BOX', 'serialpos': '27', 'stim': False}",138
TRIALEND,391490545,{},139
ORIENT,391493546,{},140
WORD,391495545,"{'word': 'BARON/MAPLE', 'serialpos': '28', 'stim': False}",141
TRIALEND,391499545,{},142
ORIENT,391502546,{},143
WORD,391504545,"{'word': 'NUN/TROPHY', 'serialpos': '29', 'stim': False}",144
TRIALEND,391508545,{},145
ORIENT,391511547,{},146
WORD,391513545,"{'word': 'BLADE/SKIRT', 'serialpos': '30', 'stim': False}",147
TRIALEND,391517545,{},148
ORIENT,391520545,{},149
WORD,391522545,"{'word': 'FUDGE/ARMBAND', 'serialpos': '31', 'stim': False}",150
TRIALEND,391526545,{},151
ORIENT,391529546,{},152
WORD,391531545,"{'word': 'SHRINE/JAW', 'serialpos': '32', 'stim': False}",153
TRIALEND,391535545,{},154
ORIENT,391538549,{},155
WORD,391540545,"{'word': 'PIRANHA/GYPSY', 'serialpos': '33', 'stim': False}",156
TRIALEND,391544545,{},157
ORIENT,391547545,{},158
WORD,391549545,"{'word': 'CANDLE/CONDO', 'serialpos': '34', 'stim': False}",159
TRIALEND,391553545,{},160
ORIENT,391556545,{},161
WORD,391558545,"{'word': 'DUCHESS/DOCUMENT', 'serialpos': '35', 'stim': False}",162
TRIALEND,391562545,{},163
ORIENT,391565549,{},164
WORD,391567545,"{'word': 'HORN/RIDER', 'serialpos': '36', 'stim': False}",165
TRIALEND,391571545,{},166
ORIENT,391574550,{},167
WORD,391576545,"{'word': 'CAPTAIN/MATCH', 'serialpos': '37', 'stim': False}",168
TRIALEND,391580545,{},169
ORIENT,391583549,{},170
WORD,391585545,"{'word': 'INDIAN/ROBIN', 'serialpos': '38', 'stim': False}",171
TRIALEND,391589545,{},172
ORIENT,391592548,{},173
WORD,391594545,"{'word': 'TROLLEY/BADGER', 'serialpos': '39', 'stim': False}",174
TRIALEND,391598545,{},175
ORIENT,391601549,{},176
WORD,391603545,"{'word': 'DIAL/MOOSE', 'serialpos': '40', 'stim': False}",177
TRIALEND,391607545,{},178
ORIENT,391610548,{},179
WORD,391612545,"{'word': 'STOOL/VEIL', 'serialpos': '41', 'stim': False}",180
TRIALEND,391616545,{},181
ORIENT,391619548,{},182
WORD,391621545,"{'word': 'AVENUE/IVORY', 'serialpos': '42', 'stim': False}",183
TRIALEND,391625545,{},184
ORIENT,391628549,{},185
WORD,391630545,"{'word': 'ONION/ASTRONAUT', 'serialpos': '43', 'stim': False}",186
TRIALEND,391634545,{},187
ORIENT,391637548,{},188
WORD,391639545,"{'word': 'EASEL/SUBWAY', 'serialpos': '44', 'stim': False}",189
TRIALEND,391643545,{},190
MATH,391647546,"{'problem': 'math.slog', 'response': 'math.slog', 'response_time_ms': 0, 'correct': True}",191
ORIENT,391813746,{},192
CLNORMALIZE,391815741,{'classifyms': 1024},193
TRIALEND,391819742,{},194
ORIENT,391822742,{},195
CLNORMALIZE,391824745,{'classifyms': 1024},196
TRIALEND,391828741,{},197
ORIENT,391831745,{},198
CLNORMALIZE,391833741,{'classifyms': 1024},199
TRIALEND,391837741,{},200
ORIENT,391840746,{},201
CLNORMALIZE,391842741,{'classifyms': 1024},202
TRIALEND,391846741,{},203
ORIENT,391849742,{},204
CLNORMALIZE,391851741,{'classifyms': 1024},205
TRIALEND,391855741,{},206
ORIENT,391858745,{},207
CLNORMALIZE,391860741,{'classifyms': 1024},208
TRIALEND,391864741,{},209
ORIENT,391867745,{},210
CLNORMALIZE,391869741,{'classifyms': 1024},211
TRIALEND,391873741,{},212
ORIENT,391876742,{},213
CLNORMALIZE,391878741,{'classifyms': 1024},214
TRIALEND,391882741,{},215
ORIENT,391885745,{},216
CLNORMALIZE,391887741,{'classifyms': 1024},217
TRIALEND,391891741,{},218
ORIENT,391894744,{},219
CLNORMALIZE,391896741,{'classifyms': 1024},220
TRIALEND,391900741,{},221
ORIENT,391903744,{},222
CLNORMALIZE,391905741,{'classifyms': 1024},223
TRIALEND,391909741,{},224
ORIENT,391912741,{},225
CLNORMALIZE,391914741,{'classifyms': 1024},226
TRIALEND,391918741,{},227
ORIENT,391921744,{},228
CLNORMALIZE,391923741,{'classifyms': 1024},229
TRIALEND,391927741,{},230
ORIENT,391930744,{},231
CLNORMALIZE,391932741,{'classifyms': 1024},232
TRIALEND,391936741,{},233
ORIENT,391939742,{},234
CLNORMALIZE,391941741,{'classifyms': 1024},235
TRIALEND,391945741,{},236
ORIENT,391948743,{},237
CLNORMALIZE,391950741,{'classifyms': 1024},238
TRIALEND,391954741,{},239
ORIENT,391957742,{},240
CLNORMALIZE,391959741,{'classifyms': 1024},241
TRIALEND,391963741,{},242
ORIENT,391966744,{},243
CLNORMALIZE,391968741,{'classifyms': 1024},244
TRIALEND,391972741,{},245
ORIENT,391975744,{},246
CLNORMALIZE,391977741,{'classifyms': 1024},247
TRIALEND,391981741,{},248
ORIENT,391984742,{},249
CLNORMALIZE,391986741,{'classifyms': 1024},250
TRIALEND,391990741,{},251
ORIENT,391993745,{},252
CLNORMALIZE,391995741,{'classifyms': 1024},253
TRIALEND,391999741,{},254
ORIENT,392002743,{},255
CLNORMALIZE,392004741,{'classifyms': 1024},256
TRIALEND,392008741,{},257
ORIENT,392011742,{},258
CLNORMALIZE,392013741,{'classifyms': 1024},259
TRIALEND,392017741,{},260
ORIENT,392020742,{},261
CLNORMALIZE,392022741,{'classifyms': 1024},262
TRIALEND,392026741,{},263
ORIENT,392029742,{},264
CLNORMALIZE,392031741,{'classifyms': 1024},265
TRIALEND,392035741,{},266
ORIENT,392038745,{},267
CLNORMALIZE,392040741,{'classifyms': 1024},268
TRIALEND,392044741,{},269
ORIENT,392047742,{},270
